{'R_grad_norm': 2.223083311319351, 'training_loss': 15.35639084815979}
{'R_grad_norm': 2.3134440970420838, 'training_loss': 12.69457805633545}
{'R_grad_norm': 2.312886881828308, 'training_loss': 12.671519665718078}
{'R_grad_norm': 2.3113409948348997, 'training_loss': 12.686349678039551}
eval result tensor([14.17668, 12.70439, 12.12808, 13.42386, 10.68027, 13.00113, 13.64404,
        12.53176, 13.00365, 11.99016, 12.72579, 12.63445, 13.11580, 12.95356,
        14.09283, 12.76942, 13.28385,  9.31269, 13.98559, 12.72635, 10.64508,
        14.08328, 12.69866, 13.46555], device='cuda:0')
computing merge metric
normed mi [((17, 20), 0.08490720391273499), ((12, 17), 0.08274107426404953), ((9, 17), 0.08148854970932007), ((9, 12), 0.08118677884340286), ((12, 22), 0.07716865837574005), ((12, 20), 0.07672416418790817), ((9, 20), 0.0721501037478447), ((0, 12), 0.07089857012033463), ((4, 20), 0.06915424019098282), ((12, 19), 0.06905624270439148), ((3, 12), 0.06885872036218643), ((12, 16), 0.06872197240591049), ((4, 17), 0.06801392883062363), ((4, 12), 0.06559871882200241), ((9, 22), 0.0652395710349083), ((9, 19), 0.06459928303956985), ((16, 21), 0.06408381462097168), ((19, 22), 0.06288392096757889), ((9, 16), 0.06269521266222), ((17, 19), 0.06256760656833649), ((5, 12), 0.06213731691241264), ((17, 22), 0.062056221067905426), ((0, 16), 0.060956910252571106), ((16, 17), 0.06070723384618759), ((20, 22), 0.05994454771280289), ((0, 9), 0.059873733669519424), ((11, 12), 0.059573087841272354), ((5, 22), 0.05955816060304642), ((3, 17), 0.0591813325881958), ((19, 20), 0.059065062552690506), ((3, 9), 0.05888073891401291), ((0, 21), 0.05874083563685417), ((16, 22), 0.05839274823665619), ((4, 9), 0.05815975368022919), ((0, 3), 0.057889435440301895), ((16, 19), 0.057617273181676865), ((9, 11), 0.057501744478940964), ((1, 9), 0.05724501982331276), ((0, 17), 0.05669232830405235), ((5, 9), 0.05644708499312401), ((16, 20), 0.05602363497018814), ((1, 19), 0.05571605637669563), ((10, 16), 0.0551743358373642), ((12, 21), 0.05515282601118088), ((11, 22), 0.05484937131404877), ((5, 16), 0.05473703145980835), ((4, 22), 0.05453396588563919), ((11, 19), 0.05451309680938721), ((1, 12), 0.054269492626190186), ((3, 20), 0.053940679877996445), ((0, 22), 0.05376442149281502), ((11, 17), 0.053201112896203995), ((0, 5), 0.05312067270278931), ((3, 22), 0.053113095462322235), ((5, 19), 0.053086057305336), ((5, 11), 0.05257763713598251), ((11, 16), 0.05236760154366493), ((10, 21), 0.052124932408332825), ((1, 17), 0.05211520195007324), ((1, 11), 0.05201156437397003), ((0, 20), 0.05200615152716637), ((9, 10), 0.05198346823453903), ((1, 22), 0.0518958605825901), ((10, 12), 0.05166840925812721), ((17, 21), 0.051651306450366974), ((16, 23), 0.05156440660357475), ((3, 4), 0.05148867517709732), ((1, 16), 0.051316406577825546), ((3, 16), 0.0511612631380558), ((14, 23), 0.05053789168596268), ((7, 9), 0.05051016807556152), ((7, 17), 0.05029023438692093), ((21, 23), 0.050224967300891876), ((1, 5), 0.050127290189266205), ((8, 18), 0.04999437555670738), ((5, 17), 0.04974896460771561), ((18, 23), 0.04962170124053955), ((10, 23), 0.04958536848425865), ((11, 20), 0.049529604613780975), ((10, 17), 0.04943481832742691), ((6, 18), 0.04942005127668381), ((0, 19), 0.04930095002055168), ((10, 19), 0.04915411025285721), ((7, 10), 0.0491502471268177), ((7, 16), 0.04882349818944931), ((14, 18), 0.04882219061255455), ((14, 16), 0.0487263947725296), ((1, 7), 0.04871127009391785), ((5, 20), 0.04864242300391197), ((8, 23), 0.048635054379701614), ((10, 14), 0.04853665828704834), ((7, 23), 0.04829249903559685), ((12, 23), 0.04823441430926323), ((9, 21), 0.048180051147937775), ((0, 10), 0.048129014670848846), ((6, 23), 0.04802491143345833), ((4, 19), 0.0480155423283577), ((9, 23), 0.047982532531023026), ((8, 21), 0.04791026562452316), ((6, 14), 0.04786284267902374), ((1, 10), 0.04782601818442345), ((7, 12), 0.047812122851610184), ((3, 19), 0.047772519290447235), ((0, 23), 0.04774336889386177), ((1, 20), 0.04773808270692825), ((14, 21), 0.047602687031030655), ((8, 14), 0.04753584414720535), ((20, 21), 0.0474083311855793), ((18, 21), 0.047254528850317), ((10, 11), 0.046947214752435684), ((7, 14), 0.04687883332371712), ((6, 7), 0.04668417200446129), ((3, 21), 0.04654303938150406), ((19, 21), 0.04653012007474899), ((5, 10), 0.04647011309862137), ((6, 8), 0.04643213748931885), ((0, 11), 0.04632178321480751), ((7, 19), 0.04618731886148453), ((6, 10), 0.046173546463251114), ((8, 10), 0.04584946855902672), ((10, 18), 0.045804183930158615), ((3, 5), 0.04569287598133087), ((0, 14), 0.04568277671933174), ((7, 11), 0.0456543043255806), ((16, 18), 0.045240264385938644), ((9, 14), 0.04523079842329025), ((7, 8), 0.04519626498222351), ((1, 23), 0.045161981135606766), ((7, 18), 0.045122694224119186), ((0, 18), 0.04507414624094963), ((4, 16), 0.04461051523685455), ((17, 23), 0.044553883373737335), ((10, 22), 0.044526975601911545), ((7, 21), 0.0444522425532341), ((10, 20), 0.04440413787961006), ((7, 20), 0.04433773085474968), ((1, 14), 0.04415189474821091), ((12, 14), 0.044074900448322296), ((5, 23), 0.04393493011593819), ((6, 9), 0.0439060740172863), ((12, 18), 0.043813783675432205), ((19, 23), 0.04378644749522209), ((5, 14), 0.04378212243318558), ((11, 23), 0.04375315085053444), ((5, 7), 0.04374248906970024), ((8, 16), 0.04344487562775612), ((21, 22), 0.04340667277574539), ((0, 4), 0.043386030942201614), ((0, 1), 0.043370604515075684), ((5, 21), 0.043331511318683624), ((9, 18), 0.043279360979795456), ((6, 16), 0.04323688894510269), ((1, 6), 0.04286862909793854), ((0, 7), 0.042722444981336594), ((11, 14), 0.04256441816687584), ((6, 12), 0.04209470748901367), ((14, 19), 0.04122418165206909), ((3, 11), 0.041177645325660706), ((11, 21), 0.04094996303319931), ((7, 22), 0.040799859911203384), ((17, 18), 0.04075286164879799), ((4, 5), 0.040721550583839417), ((6, 11), 0.0403810553252697), ((4, 11), 0.04034632071852684), ((20, 23), 0.040318526327610016), ((0, 8), 0.040253449231386185), ((0, 6), 0.04016799479722977), ((6, 17), 0.04013478755950928), ((1, 18), 0.03991082310676575), ((6, 21), 0.03979557007551193), ((22, 23), 0.03978770971298218), ((1, 21), 0.039719659835100174), ((5, 6), 0.039645396173000336), ((14, 17), 0.03955360874533653), ((1, 3), 0.03948075324296951), ((8, 9), 0.03945057839155197), ((4, 21), 0.03936392441391945), ((3, 10), 0.039239898324012756), ((5, 18), 0.0390220582485199), ((1, 8), 0.03900758549571037), ((6, 19), 0.03891797363758087), ((11, 18), 0.038756296038627625), ((14, 22), 0.03843369334936142), ((5, 8), 0.03833605349063873), ((8, 12), 0.03813394531607628), ((8, 11), 0.03788460046052933), ((3, 23), 0.03748881444334984), ((18, 19), 0.03684012219309807), ((1, 4), 0.03676709905266762), ((6, 20), 0.0366995632648468), ((14, 20), 0.03653036803007126), ((18, 20), 0.03645556792616844), ((8, 17), 0.03625263273715973), ((3, 18), 0.03613293170928955), ((12, 13), 0.035826221108436584), ((18, 22), 0.03578963130712509), ((3, 7), 0.03562039136886597), ((6, 22), 0.03541962429881096), ((8, 19), 0.03506794944405556), ((3, 14), 0.03505583852529526), ((4, 13), 0.03475961089134216), ((4, 10), 0.03368581831455231), ((8, 20), 0.0333079919219017), ((4, 7), 0.032801900058984756), ((8, 22), 0.03236920014023781), ((3, 6), 0.03230148181319237), ((4, 23), 0.03041868470609188), ((3, 8), 0.03021409921348095), ((13, 20), 0.029995255172252655), ((2, 12), 0.029426977038383484), ((3, 13), 0.029354184865951538), ((13, 22), 0.02899896539747715), ((4, 18), 0.02860189415514469), ((2, 21), 0.028110379353165627), ((4, 14), 0.0280628502368927), ((13, 17), 0.02805596962571144), ((4, 6), 0.027641139924526215), ((2, 22), 0.027264868840575218), ((2, 19), 0.026578638702630997), ((2, 16), 0.02646624483168125), ((4, 8), 0.02592793107032776), ((2, 5), 0.02508433349430561), ((9, 13), 0.02498527802526951), ((2, 9), 0.024799294769763947), ((2, 11), 0.0245506688952446), ((2, 20), 0.024457242339849472), ((0, 2), 0.02396169863641262), ((2, 8), 0.023927034810185432), ((0, 13), 0.023857397958636284), ((2, 10), 0.023454176262021065), ((1, 2), 0.02329256199300289), ((2, 17), 0.023235391825437546), ((2, 23), 0.02299862541258335), ((13, 21), 0.022921698167920113), ((13, 15), 0.02252908982336521), ((2, 7), 0.02251260168850422), ((2, 18), 0.02227838523685932), ((2, 4), 0.022243771702051163), ((2, 14), 0.02223920077085495), ((13, 19), 0.022154198959469795), ((2, 3), 0.021536171436309814), ((13, 16), 0.02153598517179489), ((2, 6), 0.020719680935144424), ((5, 13), 0.01895204931497574), ((4, 15), 0.01827273890376091), ((12, 15), 0.01770091988146305), ((11, 13), 0.017229991033673286), ((15, 20), 0.01607285998761654), ((1, 13), 0.016027817502617836), ((10, 13), 0.01565845124423504), ((15, 17), 0.015423456206917763), ((15, 22), 0.014729383401572704), ((13, 23), 0.014021242968738079), ((3, 15), 0.013751477934420109), ((7, 13), 0.01369910966604948), ((15, 21), 0.013515975326299667), ((13, 18), 0.013367257080972195), ((13, 14), 0.013027814216911793), ((2, 13), 0.012736533768475056), ((9, 15), 0.012578293681144714), ((15, 19), 0.012380179949104786), ((0, 15), 0.012337830848991871), ((2, 15), 0.012003340758383274), ((15, 16), 0.011650783941149712), ((6, 13), 0.011644156649708748), ((8, 13), 0.011166560463607311), ((5, 15), 0.010546843521296978), ((11, 15), 0.009308019652962685), ((1, 15), 0.00848870538175106), ((10, 15), 0.008413970470428467), ((7, 15), 0.007849996909499168), ((15, 23), 0.007770063821226358), ((14, 15), 0.007459075655788183), ((15, 18), 0.007333045359700918), ((8, 15), 0.007008672691881657), ((6, 15), 0.006577877793461084)]
******* after merging (0.04): [((17, 20), 64), ((9, 12), 64), ((16, 21), 64), ((0,), 32), ((1,), 32), ((2,), 32), ((3,), 32), ((4,), 32), ((5,), 32), ((6,), 32), ((7,), 32), ((8,), 32), ((10,), 32), ((11,), 32), ((13,), 32), ((14,), 32), ((15,), 32), ((18,), 32), ((19,), 32), ((22,), 32), ((23,), 32)]
{'R_grad_norm': 2.8632367074489595, 'training_loss': 13.800747551918029}
{'R_grad_norm': 2.852195317745209, 'training_loss': 13.717387971878052}
{'R_grad_norm': 2.858509922027588, 'training_loss': 13.76844328403473}
{'R_grad_norm': 2.8652258598804474, 'training_loss': 13.78242392539978}
{'R_grad_norm': 2.85281280875206, 'training_loss': 13.71513228416443}
{'R_grad_norm': 2.861816235780716, 'training_loss': 13.774025983810425}
{'R_grad_norm': 2.858962061405182, 'training_loss': 13.732276263236999}
{'R_grad_norm': 2.8570985531806947, 'training_loss': 13.736193056106567}
{'R_grad_norm': 2.8611745369434356, 'training_loss': 13.764651527404785}
{'R_grad_norm': 2.8558782613277436, 'training_loss': 13.712288670539856}
{'R_grad_norm': 2.863602433204651, 'training_loss': 13.74502951145172}
{'R_grad_norm': 2.857799199819565, 'training_loss': 13.72181487083435}
{'R_grad_norm': 2.8495179426670076, 'training_loss': 13.663487977981568}
{'R_grad_norm': 2.8545764076709745, 'training_loss': 13.700883474349975}
{'R_grad_norm': 2.861579211950302, 'training_loss': 13.754229345321654}
{'R_grad_norm': 2.8492474544048307, 'training_loss': 13.693237328529358}
{'R_grad_norm': 2.8544962322711944, 'training_loss': 13.6927508020401}
{'R_grad_norm': 2.846691696643829, 'training_loss': 13.668630375862122}
{'R_grad_norm': 2.8426993703842163, 'training_loss': 13.6602476978302}
{'R_grad_norm': 2.840676333904266, 'training_loss': 13.635091614723205}
{'R_grad_norm': 2.8430770444869995, 'training_loss': 13.671462225914002}
{'R_grad_norm': 2.836541736125946, 'training_loss': 13.624770765304566}
{'R_grad_norm': 2.8376999354362487, 'training_loss': 13.625773596763612}
{'R_grad_norm': 2.8396231508255005, 'training_loss': 13.6567525100708}
{'R_grad_norm': 2.8310200750827788, 'training_loss': 13.608730697631836}
{'R_grad_norm': 2.829196584224701, 'training_loss': 13.618862328529358}
{'R_grad_norm': 2.833218277692795, 'training_loss': 13.63337221622467}
{'R_grad_norm': 2.829716273546219, 'training_loss': 13.592718868255615}
{'R_grad_norm': 2.8366054368019102, 'training_loss': 13.653045291900634}
{'R_grad_norm': 2.831423237323761, 'training_loss': 13.621672520637512}
{'R_grad_norm': 2.8180167758464814, 'training_loss': 13.556213188171387}
{'R_grad_norm': 2.8291115164756775, 'training_loss': 13.63480236530304}
{'R_grad_norm': 2.823304708003998, 'training_loss': 13.615905466079711}
{'R_grad_norm': 2.818160444498062, 'training_loss': 13.550082969665528}
{'R_grad_norm': 2.8248675060272217, 'training_loss': 13.608446869850159}
{'R_grad_norm': 2.8222727715969085, 'training_loss': 13.600052399635315}
{'R_grad_norm': 2.814333322048187, 'training_loss': 13.537663083076477}
{'R_grad_norm': 2.818996733427048, 'training_loss': 13.578346676826477}
{'R_grad_norm': 2.814648985862732, 'training_loss': 13.536096258163452}
{'R_grad_norm': 2.809475259780884, 'training_loss': 13.540875616073608}
eval result tensor([15.44662, 22.04795, 24.02769, 13.63263, 12.22485, 11.73113, 12.95338,
         9.91725, 12.72563, 13.19557, 11.91674, 12.41928, 12.04383, 12.14073,
        12.48855, 13.38426, 12.23644, 13.56112, 12.32305, 12.14588, 12.81379],
       device='cuda:0')
computing merge metric
normed mi [((18, 19), 0.05946246162056923), ((8, 19), 0.057775769382715225), ((1, 19), 0.05550772945086161), ((3, 6), 0.05419322848320007), ((1, 18), 0.05404804150263468), ((1, 3), 0.05389536917209625), ((0, 1), 0.05335720255970955), ((4, 18), 0.05257224291563034), ((7, 19), 0.05256958305835724), ((3, 8), 0.052524223923683167), ((8, 18), 0.05174490436911583), ((4, 13), 0.05120519548654556), ((0, 7), 0.0505022257566452), ((13, 18), 0.050036828964948654), ((6, 19), 0.04976741597056389), ((1, 6), 0.04952347775300344), ((8, 13), 0.04941662773489952), ((1, 8), 0.0493281881014506), ((6, 7), 0.04928997531533241), ((3, 19), 0.049199871718883514), ((4, 8), 0.049014896154403687), ((11, 17), 0.04899556189775467), ((10, 12), 0.04880858212709427), ((4, 19), 0.04867275059223175), ((15, 20), 0.04815660044550896), ((9, 17), 0.04806666448712349), ((4, 10), 0.04774130880832672), ((4, 12), 0.04765978083014488), ((9, 20), 0.047445133328437805), ((12, 13), 0.047204773873090744), ((17, 20), 0.04720357432961464), ((7, 18), 0.04714103415608406), ((10, 13), 0.04711965098977089), ((12, 20), 0.047111280262470245), ((13, 19), 0.04703149199485779), ((3, 18), 0.047029394656419754), ((11, 20), 0.0468750037252903), ((2, 3), 0.04654070734977722), ((0, 18), 0.0463555653889974), ((12, 18), 0.046253133565187454), ((10, 20), 0.046158790588378906), ((12, 15), 0.04611213877797127), ((6, 18), 0.045889630913734436), ((10, 18), 0.04583079367876053), ((0, 19), 0.045830210049947105), ((15, 17), 0.04580213502049446), ((9, 15), 0.04572015628218651), ((9, 10), 0.04561991989612579), ((8, 12), 0.04542837664484978), ((11, 15), 0.04538929834961891), ((9, 11), 0.045363884419202805), ((9, 12), 0.04470796510577202), ((6, 8), 0.04464302957057953), ((10, 15), 0.044622112065553665), ((0, 6), 0.04421164095401764), ((11, 12), 0.044119514524936676), ((4, 20), 0.044103484600782394), ((8, 10), 0.04403233528137207), ((3, 12), 0.04392034560441971), ((1, 4), 0.043914725383122764), ((1, 13), 0.04391029973824819), ((1, 7), 0.04380519191424052), ((3, 17), 0.0436357781291008), ((13, 20), 0.043389104306697845), ((10, 11), 0.043388351798057556), ((3, 13), 0.043367139995098114), ((3, 20), 0.042943935841321945), ((4, 15), 0.0429060198366642), ((3, 15), 0.042616479098796844), ((3, 4), 0.04240190237760544), ((13, 15), 0.04234601929783821), ((8, 15), 0.04234043136239052), ((10, 17), 0.04230983555316925), ((12, 17), 0.04229387640953064), ((3, 10), 0.04226061329245567), ((2, 11), 0.04202279448509216), ((4, 9), 0.041979048401117325), ((0, 3), 0.041967456539471946), ((1, 2), 0.041563980281353), ((2, 12), 0.04151379813750585), ((8, 20), 0.04135819897055626), ((9, 13), 0.04104573652148247), ((12, 19), 0.040674012154340744), ((18, 20), 0.040522489696741104), ((2, 20), 0.04022405296564102), ((1, 12), 0.04012292375167211), ((3, 11), 0.04011726379394531), ((3, 7), 0.04008164256811142), ((1, 10), 0.03982329865296682), ((7, 8), 0.03981601819396019), ((10, 19), 0.03966951370239258), ((3, 9), 0.03943325951695442), ((2, 18), 0.03927041838566462), ((8, 9), 0.03926568850874901), ((2, 17), 0.039087772369384766), ((9, 18), 0.03848615288734436), ((2, 15), 0.03846178203821182), ((0, 4), 0.03840819994608561), ((15, 18), 0.03817259520292282), ((0, 10), 0.038047795494397484), ((0, 8), 0.03800874203443527), ((2, 10), 0.0379943052927653), ((2, 8), 0.03783459464708964), ((4, 6), 0.037736423313617706), ((4, 11), 0.03766237571835518), ((11, 13), 0.03764171898365021), ((4, 17), 0.03756143897771835), ((4, 7), 0.03752124309539795), ((1, 20), 0.037441941599051155), ((8, 17), 0.037420980632305145), ((13, 17), 0.03721760958433151), ((8, 11), 0.03709661215543747), ((7, 13), 0.03658365085721016), ((0, 13), 0.03650705267985662), ((6, 13), 0.036048512905836105), ((19, 20), 0.035894837230443954), ((6, 10), 0.03580362722277641), ((7, 10), 0.035711534321308136), ((1, 17), 0.03565600017706553), ((7, 14), 0.03565158694982529), ((17, 18), 0.03552130237221718), ((15, 19), 0.035502731800079346), ((2, 6), 0.0354183167219162), ((1, 9), 0.03520034998655319), ((2, 19), 0.03499960402647654), ((6, 12), 0.03498268127441406), ((6, 17), 0.03488902002573013), ((2, 4), 0.03476641823848089), ((0, 12), 0.03476629157861074), ((1, 15), 0.0346391499042511), ((9, 19), 0.03463628143072128), ((2, 13), 0.03446564575036367), ((2, 9), 0.034037113189697266), ((0, 2), 0.03390521556138992), ((11, 18), 0.03387170657515526), ((17, 19), 0.03343250975012779), ((6, 20), 0.03254510462284088), ((7, 12), 0.03224239870905876), ((6, 15), 0.03178612142801285), ((11, 19), 0.03129353001713753), ((6, 9), 0.031241005286574364), ((1, 11), 0.03123282641172409), ((0, 20), 0.031044016281763714), ((14, 19), 0.03028915822505951), ((0, 9), 0.03027213364839554), ((6, 11), 0.03024831786751747), ((6, 14), 0.030211351811885834), ((0, 17), 0.029645420610904694), ((7, 20), 0.02912762761116028), ((7, 17), 0.029034674167633057), ((7, 9), 0.02882525697350502), ((2, 7), 0.028411053121089935), ((0, 15), 0.02750208228826523), ((7, 15), 0.026814600452780724), ((7, 11), 0.02678847685456276), ((0, 11), 0.02674987663825353), ((5, 19), 0.025457877665758133), ((5, 18), 0.02481384016573429), ((3, 14), 0.02403911016881466), ((5, 8), 0.023994773626327515), ((14, 18), 0.023531874641776085), ((1, 14), 0.023163494964440662), ((14, 16), 0.023159729316830635), ((5, 11), 0.022406531497836113), ((5, 7), 0.02185974456369877), ((0, 14), 0.021789225439230602), ((3, 5), 0.021601907908916473), ((4, 5), 0.02159617841243744), ((5, 10), 0.02148030698299408), ((5, 13), 0.021106865257024765), ((1, 5), 0.02086927245060603), ((5, 12), 0.02063588798046112), ((2, 5), 0.020445918043454487), ((5, 6), 0.020288290455937386), ((5, 17), 0.020027494058012962), ((8, 14), 0.020021090283989906), ((5, 20), 0.01943051815032959), ((5, 15), 0.019289258867502213), ((7, 16), 0.01921878568828106), ((5, 9), 0.019085070118308067), ((0, 5), 0.017211558918158214), ((4, 14), 0.016546353697776794), ((2, 14), 0.01625045637289683), ((13, 14), 0.015824567526578903), ((16, 19), 0.01511196605861187), ((10, 14), 0.014740290120244026), ((14, 17), 0.01447039470076561), ((12, 14), 0.014355311170220375), ((6, 16), 0.014006687328219414), ((14, 20), 0.01368826162070036), ((5, 14), 0.013616912066936493), ((5, 16), 0.013269825838506222), ((14, 15), 0.012918872758746147), ((16, 18), 0.01283068023622036), ((9, 14), 0.012288913130760193), ((3, 16), 0.012148951180279255), ((11, 14), 0.012006845325231552), ((0, 16), 0.011156745254993439), ((1, 16), 0.010846743981043497), ((8, 16), 0.010819664224982262), ((4, 16), 0.00877181626856327), ((13, 16), 0.0086046252399683), ((2, 16), 0.008543746545910835), ((10, 16), 0.008435911498963833), ((12, 16), 0.008037518709897995), ((16, 17), 0.007762895431369543), ((11, 16), 0.007650435436517), ((16, 20), 0.007389509119093418), ((9, 16), 0.007122369948774576), ((15, 16), 0.007103085983544588)]
