{'R_grad_norm': 0.05054514987394214, 'training_loss': 0.07650374099612237}
{'R_grad_norm': 0.07125555215403438, 'training_loss': 0.03208576237782836}
{'R_grad_norm': 0.07067072102800012, 'training_loss': 0.031528392201289536}
{'R_grad_norm': 0.07139516189694405, 'training_loss': 0.0318826337531209}
{'R_grad_norm': 0.07170213030651212, 'training_loss': 0.03294413795694709}
{'R_grad_norm': 0.0717649421468377, 'training_loss': 0.031963084721937776}
{'R_grad_norm': 0.07202370347455143, 'training_loss': 0.03143213680014014}
{'R_grad_norm': 0.07222658421844244, 'training_loss': 0.031958392467349765}
{'R_grad_norm': 0.07125526357442141, 'training_loss': 0.030257430002093313}
{'R_grad_norm': 0.07168643113225698, 'training_loss': 0.03042866937816143}
{'R_grad_norm': 0.07182892240583896, 'training_loss': 0.031185408337041736}
{'R_grad_norm': 0.07218891439959407, 'training_loss': 0.03082036997191608}
{'R_grad_norm': 0.07220821218565106, 'training_loss': 0.030729049034416676}
{'R_grad_norm': 0.07268213903531433, 'training_loss': 0.030748052755370736}
{'R_grad_norm': 0.0717082778736949, 'training_loss': 0.03089599187485874}
{'R_grad_norm': 0.07162939831614494, 'training_loss': 0.030248673148453236}
{'R_grad_norm': 0.07193042054772376, 'training_loss': 0.03140735709108412}
{'R_grad_norm': 0.07148719945922494, 'training_loss': 0.02967215233948082}
{'R_grad_norm': 0.07239560093730688, 'training_loss': 0.030212152721360325}
{'R_grad_norm': 0.0715617986023426, 'training_loss': 0.030323234349489213}
{'R_grad_norm': 0.0723733427003026, 'training_loss': 0.030495501859113573}
{'R_grad_norm': 0.07205131884664297, 'training_loss': 0.030124768018722534}
{'R_grad_norm': 0.07158278342336416, 'training_loss': 0.029630996584892273}
{'R_grad_norm': 0.07150154484435917, 'training_loss': 0.03139616740867496}
{'R_grad_norm': 0.07165259297937154, 'training_loss': 0.029638069001957774}
{'R_grad_norm': 0.07261157099157572, 'training_loss': 0.02998666314408183}
{'R_grad_norm': 0.07185154307633639, 'training_loss': 0.029505940377712248}
{'R_grad_norm': 0.07200298383831978, 'training_loss': 0.029957976033911107}
{'R_grad_norm': 0.07159873936325312, 'training_loss': 0.029688646933063865}
{'R_grad_norm': 0.0720550598949194, 'training_loss': 0.02895809382200241}
{'R_grad_norm': 0.07118547204881906, 'training_loss': 0.028386062672361732}
{'R_grad_norm': 0.07231856420636178, 'training_loss': 0.029909703405573963}
{'R_grad_norm': 0.07197702124714851, 'training_loss': 0.028502887520007788}
{'R_grad_norm': 0.07216070560738444, 'training_loss': 0.02925906422547996}
{'R_grad_norm': 0.07245953043922782, 'training_loss': 0.02907945037819445}
{'R_grad_norm': 0.07276919500902296, 'training_loss': 0.028923405846580864}
{'R_grad_norm': 0.07217574641108512, 'training_loss': 0.028681644750759006}
{'R_grad_norm': 0.0720906331576407, 'training_loss': 0.02904525278136134}
{'R_grad_norm': 0.07154718402773141, 'training_loss': 0.02844157610088587}
{'R_grad_norm': 0.07313972717151046, 'training_loss': 0.028768844744190572}
{'R_grad_norm': 0.0723516440205276, 'training_loss': 0.028917224388569595}
{'R_grad_norm': 0.07214362123981118, 'training_loss': 0.029136247709393503}
{'R_grad_norm': 0.07210997462272645, 'training_loss': 0.029058012911118567}
{'R_grad_norm': 0.07261865412816405, 'training_loss': 0.02911360949743539}
{'R_grad_norm': 0.07107397250831127, 'training_loss': 0.029680728907696904}
{'R_grad_norm': 0.07225234240293503, 'training_loss': 0.029391269916668534}
{'R_grad_norm': 0.07158469635993242, 'training_loss': 0.028945824042893947}
{'R_grad_norm': 0.07143720231950283, 'training_loss': 0.029080431652255358}
{'R_grad_norm': 0.07218776000663638, 'training_loss': 0.029164325543679297}
{'R_grad_norm': 0.07186474669724703, 'training_loss': 0.029186496292240918}
{'R_grad_norm': 0.07155194269493222, 'training_loss': 0.02866608346812427}
{'R_grad_norm': 0.07199110243469477, 'training_loss': 0.028152699917554855}
{'R_grad_norm': 0.07193621650338172, 'training_loss': 0.0290461721457541}
{'R_grad_norm': 0.07154972357675433, 'training_loss': 0.02798481170088053}
{'R_grad_norm': 0.07180454637855291, 'training_loss': 0.028029225980862976}
{'R_grad_norm': 0.07248096581548452, 'training_loss': 0.028386343126185237}
{'R_grad_norm': 0.07169899174943567, 'training_loss': 0.028662258703261615}
{'R_grad_norm': 0.07160938259214163, 'training_loss': 0.028715968900360166}
{'R_grad_norm': 0.07131662169471382, 'training_loss': 0.02835600762628019}
{'R_grad_norm': 0.07214692998677492, 'training_loss': 0.027782984878867864}
{'R_grad_norm': 0.07206164119765163, 'training_loss': 0.02923017465043813}
{'R_grad_norm': 0.07223711693659425, 'training_loss': 0.027714443244040012}
{'R_grad_norm': 0.0712915944494307, 'training_loss': 0.02811853323597461}
{'R_grad_norm': 0.0716391934454441, 'training_loss': 0.027215472171083093}
{'R_grad_norm': 0.07128833960741758, 'training_loss': 0.027540991958230735}
{'R_grad_norm': 0.07192826746031641, 'training_loss': 0.02717183969914913}
{'R_grad_norm': 0.07198685985058546, 'training_loss': 0.028827095944434403}
{'R_grad_norm': 0.07137940941378475, 'training_loss': 0.02756578770466149}
{'R_grad_norm': 0.07126833964139223, 'training_loss': 0.02723876792471856}
{'R_grad_norm': 0.07194188563153148, 'training_loss': 0.027264637271873653}
eval result tensor([0.02352, 0.02714, 0.02630, 0.02423, 0.02467, 0.02399, 0.02352, 0.02341,
        0.02812, 0.02930, 0.02400, 0.10507, 0.02385, 0.02412, 0.02570, 0.02519,
        0.02538, 0.02479, 0.02193, 0.02620, 0.02835, 0.02267, 0.02899, 0.02723],
       device='cuda:0')
computing merge metric
normed mi [((7, 18), 0.13625071942806244), ((6, 18), 0.1362084001302719), ((7, 10), 0.1360376477241516), ((18, 21), 0.1357932686805725), ((0, 7), 0.13577276468276978), ((6, 7), 0.13569214940071106), ((3, 7), 0.13566777110099792), ((7, 12), 0.1354714035987854), ((10, 21), 0.135396346449852), ((7, 21), 0.13532321155071259), ((0, 6), 0.1352640837430954), ((10, 18), 0.13522635400295258), ((6, 21), 0.13521836698055267), ((6, 10), 0.13513043522834778), ((0, 18), 0.13510890305042267), ((12, 18), 0.135087788105011), ((3, 18), 0.13501673936843872), ((3, 6), 0.13482089340686798), ((0, 3), 0.13478496670722961), ((0, 21), 0.1347416192293167), ((12, 21), 0.13474075496196747), ((3, 12), 0.13464711606502533), ((0, 10), 0.1345859169960022), ((3, 21), 0.13442201912403107), ((4, 7), 0.134419247508049), ((0, 12), 0.1343725025653839), ((6, 12), 0.1343485563993454), ((10, 12), 0.13432025909423828), ((3, 10), 0.13431042432785034), ((4, 18), 0.13418394327163696), ((0, 4), 0.13413850963115692), ((3, 14), 0.1340348720550537), ((4, 12), 0.13394682109355927), ((5, 6), 0.1338815689086914), ((5, 7), 0.13380172848701477), ((7, 13), 0.13380074501037598), ((7, 15), 0.1338007152080536), ((10, 14), 0.1337485909461975), ((5, 10), 0.1336914449930191), ((5, 18), 0.13364338874816895), ((12, 14), 0.13362106680870056), ((7, 19), 0.13360384106636047), ((3, 4), 0.13356810808181763), ((0, 16), 0.13353735208511353), ((5, 12), 0.13352173566818237), ((5, 21), 0.1335083693265915), ((7, 14), 0.1335064321756363), ((14, 18), 0.1334983855485916), ((4, 6), 0.1334802359342575), ((8, 10), 0.13346761465072632), ((0, 14), 0.13346335291862488), ((14, 15), 0.1334625780582428), ((10, 13), 0.1334564983844757), ((0, 5), 0.13344745337963104), ((3, 15), 0.13343115150928497), ((6, 14), 0.1334082931280136), ((4, 21), 0.13340792059898376), ((4, 10), 0.13340723514556885), ((6, 13), 0.13337965309619904), ((7, 16), 0.13336478173732758), ((6, 15), 0.1333562582731247), ((12, 13), 0.1333553045988083), ((3, 13), 0.1333412528038025), ((6, 16), 0.13331548869609833), ((14, 21), 0.1333150863647461), ((6, 19), 0.1333058923482895), ((18, 19), 0.13328038156032562), ((5, 14), 0.13327264785766602), ((12, 16), 0.13325700163841248), ((4, 5), 0.13323678076267242), ((15, 21), 0.13322991132736206), ((13, 18), 0.13322341442108154), ((16, 21), 0.13320928812026978), ((17, 18), 0.13320712745189667), ((8, 18), 0.13319484889507294), ((3, 5), 0.13319429755210876), ((6, 8), 0.1331922560930252), ((12, 15), 0.1331920176744461), ((7, 17), 0.1331864297389984), ((10, 15), 0.13318580389022827), ((3, 19), 0.13317905366420746), ((13, 21), 0.13314874470233917), ((0, 17), 0.13314178586006165), ((0, 19), 0.1331372857093811), ((0, 13), 0.1331244260072708), ((19, 21), 0.1330992430448532), ((0, 15), 0.1330656111240387), ((4, 13), 0.13306477665901184), ((15, 18), 0.13305792212486267), ((10, 16), 0.13304877281188965), ((10, 19), 0.13304594159126282), ((7, 8), 0.13302509486675262), ((3, 8), 0.13302461802959442), ((13, 14), 0.13302302360534668), ((8, 12), 0.1329929083585739), ((12, 19), 0.13296964764595032), ((7, 20), 0.1329622119665146), ((10, 17), 0.13291877508163452), ((13, 16), 0.13291817903518677), ((10, 20), 0.13289420306682587), ((16, 18), 0.13289037346839905), ((4, 14), 0.1328618824481964), ((13, 15), 0.13281793892383575), ((18, 20), 0.1327940970659256), ((0, 20), 0.13279078900814056), ((8, 21), 0.13278473913669586), ((3, 16), 0.13278241455554962), ((14, 16), 0.13275903463363647), ((14, 19), 0.13273191452026367), ((0, 8), 0.13271160423755646), ((15, 16), 0.13265743851661682), ((3, 17), 0.13263243436813354), ((20, 21), 0.132628932595253), ((6, 20), 0.13261328637599945), ((15, 19), 0.13261175155639648), ((8, 14), 0.1325986385345459), ((10, 23), 0.13256999850273132), ((6, 17), 0.13256429135799408), ((15, 17), 0.1325632929801941), ((1, 6), 0.13255563378334045), ((8, 13), 0.13250961899757385), ((5, 19), 0.13250790536403656), ((17, 21), 0.13250279426574707), ((4, 19), 0.13250209391117096), ((5, 13), 0.13249562680721283), ((12, 20), 0.13247261941432953), ((5, 20), 0.1324278563261032), ((5, 15), 0.13241539895534515), ((7, 22), 0.1323973685503006), ((2, 4), 0.13239341974258423), ((3, 20), 0.1323871612548828), ((6, 23), 0.1323794424533844), ((5, 16), 0.1323593556880951), ((7, 23), 0.1323588639497757), ((14, 17), 0.13230785727500916), ((2, 7), 0.13230456411838531), ((3, 22), 0.132299542427063), ((15, 20), 0.13228879868984222), ((6, 22), 0.13228480517864227), ((16, 19), 0.13228009641170502), ((18, 22), 0.13227199018001556), ((15, 23), 0.13227148354053497), ((0, 1), 0.13225139677524567), ((4, 16), 0.13225126266479492), ((0, 2), 0.13224846124649048), ((12, 17), 0.13224418461322784), ((14, 23), 0.13223958015441895), ((12, 22), 0.13223083317279816), ((1, 10), 0.1322248876094818), ((16, 17), 0.1322212517261505), ((14, 22), 0.13217778503894806), ((1, 3), 0.13217569887638092), ((18, 23), 0.13216745853424072), ((9, 15), 0.13216274976730347), ((0, 23), 0.13216179609298706), ((13, 20), 0.13215026259422302), ((8, 16), 0.13214975595474243), ((1, 15), 0.13213175535202026), ((1, 21), 0.13212625682353973), ((5, 8), 0.13211460411548615), ((0, 22), 0.13211260735988617), ((2, 12), 0.1320914328098297), ((4, 15), 0.13208970427513123), ((1, 7), 0.13207928836345673), ((3, 23), 0.13207542896270752), ((13, 17), 0.13207249343395233), ((21, 22), 0.13207188248634338), ((19, 20), 0.1320657879114151), ((8, 19), 0.13206353783607483), ((1, 12), 0.1320614069700241), ((4, 17), 0.13206012547016144), ((4, 20), 0.13204826414585114), ((5, 22), 0.1320425122976303), ((13, 19), 0.13202883303165436), ((14, 20), 0.13202108442783356), ((12, 23), 0.132010817527771), ((13, 22), 0.1319972425699234), ((2, 21), 0.13197068870067596), ((15, 22), 0.13193379342556), ((8, 20), 0.1319330334663391), ((9, 14), 0.1319235861301422), ((8, 15), 0.13192249834537506), ((1, 14), 0.13192176818847656), ((7, 9), 0.13190919160842896), ((4, 8), 0.13189463317394257), ((2, 5), 0.13188201189041138), ((2, 18), 0.13185949623584747), ((21, 23), 0.1318395882844925), ((17, 20), 0.13182951509952545), ((9, 13), 0.13182586431503296), ((16, 20), 0.1318080872297287), ((17, 19), 0.13179214298725128), ((1, 16), 0.1317758858203888), ((2, 6), 0.13177183270454407), ((6, 9), 0.1317344456911087), ((5, 17), 0.1317332237958908), ((13, 23), 0.13171236217021942), ((19, 23), 0.13170014321804047), ((10, 22), 0.13169685006141663), ((2, 3), 0.13169638812541962), ((1, 22), 0.13169251382350922), ((1, 18), 0.13167715072631836), ((2, 22), 0.1316743940114975), ((20, 22), 0.1316552758216858), ((1, 5), 0.13164937496185303), ((9, 21), 0.13164256513118744), ((8, 23), 0.13163845241069794), ((4, 22), 0.13161659240722656), ((9, 23), 0.13158689439296722), ((3, 9), 0.1315823644399643), ((16, 22), 0.1315821260213852), ((8, 17), 0.13155820965766907), ((9, 10), 0.13155211508274078), ((2, 14), 0.1315346658229828), ((9, 18), 0.1315019428730011), ((2, 20), 0.1314953863620758), ((1, 8), 0.13147789239883423), ((8, 9), 0.13146930932998657), ((5, 23), 0.1314689666032791), ((2, 8), 0.13145163655281067), ((9, 19), 0.13143610954284668), ((5, 9), 0.1314108669757843), ((2, 10), 0.1314048171043396), ((2, 16), 0.13137993216514587), ((1, 23), 0.1313798427581787), ((8, 22), 0.13137659430503845), ((0, 9), 0.1313619315624237), ((2, 15), 0.13135814666748047), ((9, 12), 0.13134583830833435), ((2, 13), 0.13132771849632263), ((1, 4), 0.1313217133283615), ((22, 23), 0.13132064044475555), ((1, 13), 0.1313166469335556), ((2, 19), 0.13130395114421844), ((16, 23), 0.13130301237106323), ((20, 23), 0.13129226863384247), ((19, 22), 0.13128218054771423), ((17, 22), 0.13127967715263367), ((17, 23), 0.13122661411762238), ((4, 23), 0.13121236860752106), ((1, 20), 0.131210595369339), ((1, 17), 0.13119497895240784), ((9, 16), 0.1311599463224411), ((1, 19), 0.1311100274324417), ((1, 2), 0.1310196816921234), ((1, 9), 0.1310025006532669), ((2, 23), 0.13097716867923737), ((9, 17), 0.13092830777168274), ((2, 17), 0.1309146136045456), ((4, 9), 0.13082793354988098), ((2, 9), 0.13051442801952362), ((9, 22), 0.1304982304573059), ((9, 20), 0.13048923015594482), ((11, 22), 0.07282472401857376), ((11, 23), 0.07261139899492264), ((11, 15), 0.07240107655525208), ((5, 11), 0.07236848771572113), ((11, 14), 0.0721045434474945), ((6, 11), 0.07189948111772537), ((11, 12), 0.07177647203207016), ((0, 11), 0.07164411246776581), ((10, 11), 0.07163920998573303), ((11, 16), 0.07163096964359283), ((11, 20), 0.07142125070095062), ((11, 13), 0.07125750184059143), ((7, 11), 0.07092493772506714), ((11, 21), 0.07088445872068405), ((11, 18), 0.07084590196609497), ((1, 11), 0.07072632014751434), ((9, 11), 0.07054372876882553), ((2, 11), 0.07053735107183456), ((11, 17), 0.07043490558862686), ((3, 11), 0.07041888684034348), ((4, 11), 0.06990354508161545), ((11, 19), 0.06976979970932007), ((8, 11), 0.06956236064434052)]
******* after merging (0.04): [((7, 18), 64), ((10, 21), 64), ((0, 6), 64), ((1,), 32), ((2,), 32), ((3,), 32), ((4,), 32), ((5,), 32), ((8,), 32), ((9,), 32), ((11,), 32), ((12,), 32), ((13,), 32), ((14,), 32), ((15,), 32), ((16,), 32), ((17,), 32), ((19,), 32), ((20,), 32), ((22,), 32), ((23,), 32)]
{'R_grad_norm': 0.08347699616104365, 'training_loss': 0.030130468793213367}
{'R_grad_norm': 0.08246834710240364, 'training_loss': 0.02974982971791178}
{'R_grad_norm': 0.0816411692276597, 'training_loss': 0.029990744604729117}
{'R_grad_norm': 0.08013481751084328, 'training_loss': 0.029963310277089476}
{'R_grad_norm': 0.07915761474519968, 'training_loss': 0.029906816496513784}
{'R_grad_norm': 0.07888565976172686, 'training_loss': 0.029624476293101908}
{'R_grad_norm': 0.07786090172827244, 'training_loss': 0.028979551983065902}
{'R_grad_norm': 0.07778045747429133, 'training_loss': 0.030124938380904496}
{'R_grad_norm': 0.07723022375255822, 'training_loss': 0.029859645748510955}
{'R_grad_norm': 0.07743535231798887, 'training_loss': 0.029397635734640062}
{'R_grad_norm': 0.0767674545198679, 'training_loss': 0.029009233792312444}
{'R_grad_norm': 0.0757200131751597, 'training_loss': 0.02858266929164529}
{'R_grad_norm': 0.07524558637291193, 'training_loss': 0.02879245043732226}
{'R_grad_norm': 0.07503517055884004, 'training_loss': 0.02963269831612706}
{'R_grad_norm': 0.07495166640728712, 'training_loss': 0.028972583622671664}
{'R_grad_norm': 0.07462440591305494, 'training_loss': 0.029326099678874017}
{'R_grad_norm': 0.07476808860898018, 'training_loss': 0.029451827262528242}
{'R_grad_norm': 0.07380283076316119, 'training_loss': 0.029416782995685935}
{'R_grad_norm': 0.07428864926099778, 'training_loss': 0.02820492611732334}
{'R_grad_norm': 0.07417781591415405, 'training_loss': 0.029190782546065747}
{'R_grad_norm': 0.07439849317073823, 'training_loss': 0.02933353797532618}
{'R_grad_norm': 0.07363618237897754, 'training_loss': 0.02899341973476112}
{'R_grad_norm': 0.07386168390512467, 'training_loss': 0.029376743440516294}
{'R_grad_norm': 0.07357901636511087, 'training_loss': 0.02946578204166144}
{'R_grad_norm': 0.07307523081079126, 'training_loss': 0.02929486006963998}
{'R_grad_norm': 0.07281545609235764, 'training_loss': 0.029146568910218777}
{'R_grad_norm': 0.07272950218990445, 'training_loss': 0.02860114521346986}
{'R_grad_norm': 0.07291605573147536, 'training_loss': 0.029250274966470896}
{'R_grad_norm': 0.0728311468847096, 'training_loss': 0.02912817822769284}
{'R_grad_norm': 0.07253185741603374, 'training_loss': 0.028778474107384683}
{'R_grad_norm': 0.0721266433224082, 'training_loss': 0.029028883040882646}
{'R_grad_norm': 0.0721244441717863, 'training_loss': 0.029638786194846035}
{'R_grad_norm': 0.07213905466720462, 'training_loss': 0.028820676882751285}
{'R_grad_norm': 0.07199336420744658, 'training_loss': 0.029248288408853115}
{'R_grad_norm': 0.0719100697338581, 'training_loss': 0.028360774111934006}
{'R_grad_norm': 0.07173873817548156, 'training_loss': 0.027562846927903593}
{'R_grad_norm': 0.07181085851043463, 'training_loss': 0.028434237223118542}
{'R_grad_norm': 0.07189674148336053, 'training_loss': 0.028949823109433056}
{'R_grad_norm': 0.07165197882801294, 'training_loss': 0.028192664473317565}
{'R_grad_norm': 0.07133649950847029, 'training_loss': 0.028274084869772197}
eval result tensor([0.03261, 0.03370, 0.03401, 0.02348, 0.02383, 0.02027, 0.02155, 0.02044,
        0.02352, 0.02497, 0.09354, 0.02006, 0.02007, 0.02175, 0.02133, 0.02152,
        0.02079, 0.02252, 0.02456, 0.02446, 0.02309], device='cuda:0')
computing merge metric
