{'R_grad_norm': 0.8027688139677047, 'training_loss': 3.637546281814575}
{'R_grad_norm': 0.7890239134430885, 'training_loss': 2.7396893990039826}
{'R_grad_norm': 0.7829327127337455, 'training_loss': 2.710070630311966}
{'R_grad_norm': 0.7870967239141464, 'training_loss': 2.72054980635643}
{'R_grad_norm': 0.7865770530700683, 'training_loss': 2.7152643835544588}
{'R_grad_norm': 0.7839715641736984, 'training_loss': 2.7055033683776855}
{'R_grad_norm': 0.7856463274359703, 'training_loss': 2.7194622468948366}
{'R_grad_norm': 0.7843882182240486, 'training_loss': 2.7164600467681885}
{'R_grad_norm': 0.7817776635289192, 'training_loss': 2.7154600918293}
{'R_grad_norm': 0.7816877713799477, 'training_loss': 2.7063606798648836}
{'R_grad_norm': 0.7826937344670296, 'training_loss': 2.7079782629013063}
{'R_grad_norm': 0.7828844571113587, 'training_loss': 2.701702146530151}
{'R_grad_norm': 0.7849368155002594, 'training_loss': 2.7155879616737364}
{'R_grad_norm': 0.7816606229543686, 'training_loss': 2.7028298592567443}
{'R_grad_norm': 0.786066299378872, 'training_loss': 2.705853340625763}
{'R_grad_norm': 0.782073692381382, 'training_loss': 2.70226789355278}
{'R_grad_norm': 0.7827547615766526, 'training_loss': 2.69983655333519}
{'R_grad_norm': 0.7821596419811249, 'training_loss': 2.7085609924793244}
{'R_grad_norm': 0.7824816289544105, 'training_loss': 2.7012481009960174}
{'R_grad_norm': 0.7823734179139137, 'training_loss': 2.6973621261119844}
{'R_grad_norm': 0.7818276140093804, 'training_loss': 2.703391568660736}
{'R_grad_norm': 0.7835717448592185, 'training_loss': 2.698716105222702}
{'R_grad_norm': 0.7808604842424393, 'training_loss': 2.6859366202354433}
{'R_grad_norm': 0.7792529618740082, 'training_loss': 2.684232409000397}
{'R_grad_norm': 0.7825274270772934, 'training_loss': 2.699150779247284}
{'R_grad_norm': 0.7806253781914712, 'training_loss': 2.692193262577057}
{'R_grad_norm': 0.784255608022213, 'training_loss': 2.703007515668869}
{'R_grad_norm': 0.7822713822126388, 'training_loss': 2.692751524448395}
{'R_grad_norm': 0.7790650352835655, 'training_loss': 2.6849536645412444}
{'R_grad_norm': 0.7797011315822602, 'training_loss': 2.682729380130768}
{'R_grad_norm': 0.7820706653594971, 'training_loss': 2.704228616952896}
{'R_grad_norm': 0.7785717615485191, 'training_loss': 2.6868861269950868}
{'R_grad_norm': 0.7776616317033768, 'training_loss': 2.6795286345481872}
{'R_grad_norm': 0.7813900211453437, 'training_loss': 2.6796560299396517}
{'R_grad_norm': 0.7800267416238785, 'training_loss': 2.6859132969379425}
eval result tensor([2.54784, 2.34619, 3.20622, 2.93486, 2.21047, 2.25384, 2.57239, 2.78240,
        2.56102, 2.33538, 2.59597, 2.43454, 2.78736, 3.20485, 2.69733, 3.34690,
        2.34308, 2.72423, 2.68222, 2.64602, 2.90205, 3.30479, 2.45309, 2.36942],
       device='cuda:0')
computing merge metric
normed mi [((5, 9), 0.14142802357673645), ((1, 9), 0.14050576090812683), ((1, 5), 0.1402604877948761), ((1, 22), 0.13839703798294067), ((9, 22), 0.13816875219345093), ((5, 22), 0.13753914833068848), ((0, 9), 0.1368378847837448), ((6, 23), 0.1367759257555008), ((22, 23), 0.13654130697250366), ((0, 5), 0.13604344427585602), ((6, 22), 0.13577458262443542), ((0, 1), 0.1357172429561615), ((7, 23), 0.13439330458641052), ((7, 22), 0.13437463343143463), ((6, 7), 0.1340402066707611), ((0, 22), 0.13342341780662537), ((1, 23), 0.13267281651496887), ((9, 23), 0.1320381760597229), ((1, 6), 0.13182450830936432), ((6, 9), 0.13104058802127838), ((5, 23), 0.13046635687351227), ((1, 7), 0.1304459571838379), ((7, 9), 0.1299416720867157), ((16, 23), 0.12967318296432495), ((16, 22), 0.1293988972902298), ((5, 6), 0.12929674983024597), ((10, 23), 0.12895722687244415), ((9, 16), 0.12893900275230408), ((5, 7), 0.12840287387371063), ((11, 23), 0.1282227486371994), ((6, 10), 0.12798656523227692), ((0, 23), 0.12790632247924805), ((6, 16), 0.12788338959217072), ((7, 10), 0.12784722447395325), ((1, 16), 0.12764674425125122), ((0, 6), 0.1272958666086197), ((6, 11), 0.12707079946994781), ((0, 7), 0.12678828835487366), ((10, 22), 0.126299649477005), ((5, 16), 0.12610624730587006), ((7, 16), 0.12510472536087036), ((20, 23), 0.12462098151445389), ((10, 16), 0.12449946999549866), ((7, 20), 0.12427981197834015), ((7, 11), 0.12409251183271408), ((6, 20), 0.12390356510877609), ((11, 22), 0.12373074144124985), ((20, 22), 0.12368812412023544), ((10, 11), 0.12303278595209122), ((0, 16), 0.12303118407726288), ((1, 10), 0.12232714146375656), ((9, 10), 0.12227194756269455), ((1, 20), 0.12222351878881454), ((9, 20), 0.12213592231273651), ((11, 16), 0.12210720777511597), ((16, 20), 0.12135390937328339), ((10, 20), 0.1212356761097908), ((5, 10), 0.11978819221258163), ((5, 20), 0.11961819976568222), ((0, 10), 0.11911916732788086), ((1, 11), 0.11876259744167328), ((9, 11), 0.11843007802963257), ((0, 20), 0.1180965006351471), ((11, 20), 0.11726812273263931), ((5, 11), 0.11633283644914627), ((0, 11), 0.1162443608045578), ((16, 19), 0.11269216239452362), ((19, 23), 0.1084207147359848), ((6, 19), 0.10719139873981476), ((9, 12), 0.10678529739379883), ((10, 19), 0.10587266087532043), ((19, 22), 0.10543203353881836), ((18, 19), 0.10525590926408768), ((5, 12), 0.10512574017047882), ((11, 19), 0.10494068264961243), ((19, 20), 0.10425932705402374), ((1, 12), 0.10403326153755188), ((7, 19), 0.10346249490976334), ((9, 19), 0.10310518741607666), ((0, 12), 0.10213947296142578), ((1, 19), 0.10197660326957703), ((12, 22), 0.10190780460834503), ((12, 16), 0.10123968869447708), ((16, 18), 0.10082823783159256), ((5, 19), 0.09989112615585327), ((4, 5), 0.09843843430280685), ((4, 9), 0.09843263775110245), ((0, 19), 0.09840153157711029), ((12, 23), 0.09767197072505951), ((18, 20), 0.09711534529924393), ((12, 20), 0.09701590240001678), ((6, 12), 0.09659028053283691), ((18, 23), 0.09637322276830673), ((7, 12), 0.09606801718473434), ((10, 18), 0.09516307711601257), ((10, 12), 0.09510626643896103), ((0, 4), 0.09501280635595322), ((6, 18), 0.09465805441141129), ((11, 18), 0.09435836225748062), ((1, 4), 0.09350001811981201), ((18, 22), 0.09156787395477295), ((7, 18), 0.09132136404514313), ((10, 17), 0.09097044914960861), ((17, 23), 0.09020791947841644), ((11, 12), 0.09017849713563919), ((16, 17), 0.08979426324367523), ((9, 18), 0.089558906853199), ((12, 19), 0.08861204236745834), ((6, 17), 0.08858432620763779), ((1, 18), 0.08852141350507736), ((11, 17), 0.08810964971780777), ((7, 17), 0.08788637071847916), ((5, 18), 0.08642540127038956), ((17, 22), 0.08617517352104187), ((17, 20), 0.08599292486906052), ((4, 22), 0.08433757722377777), ((17, 19), 0.08340396732091904), ((9, 17), 0.08333291858434677), ((12, 18), 0.08323881030082703), ((0, 18), 0.08322814851999283), ((1, 17), 0.08309491723775864), ((0, 17), 0.08266150951385498), ((5, 17), 0.08133319020271301), ((3, 18), 0.08123169839382172), ((3, 19), 0.08068601787090302), ((18, 21), 0.08034322410821915), ((14, 23), 0.0790640115737915), ((3, 16), 0.07898421585559845), ((10, 14), 0.0787549540400505), ((11, 14), 0.07869479805231094), ((6, 14), 0.0777416080236435), ((14, 18), 0.07730454951524734), ((14, 16), 0.07615400850772858), ((14, 19), 0.07593268901109695), ((12, 17), 0.07568282634019852), ((4, 16), 0.07562734186649323), ((7, 14), 0.07550990581512451), ((3, 10), 0.07542505860328674), ((3, 11), 0.07466650754213333), ((17, 18), 0.07419756054878235), ((14, 20), 0.07415314018726349), ((19, 21), 0.07413242757320404), ((3, 23), 0.07403036952018738), ((4, 12), 0.07359708845615387), ((3, 20), 0.07297751307487488), ((4, 8), 0.07276075333356857), ((4, 23), 0.07267677038908005), ((14, 22), 0.07244624197483063), ((3, 6), 0.07234553247690201), ((4, 7), 0.07187153398990631), ((4, 6), 0.07180634140968323), ((3, 7), 0.07144389301538467), ((3, 22), 0.07065907120704651), ((14, 21), 0.07042466849088669), ((3, 9), 0.06970547884702682), ((1, 14), 0.0695347785949707), ((3, 12), 0.0690232515335083), ((9, 14), 0.06878063827753067), ((1, 3), 0.0683850347995758), ((3, 5), 0.06830063462257385), ((4, 20), 0.06827885657548904), ((5, 14), 0.06729206442832947), ((0, 3), 0.06717055290937424), ((5, 8), 0.06577388197183609), ((8, 9), 0.06571375578641891), ((0, 14), 0.0653076022863388), ((16, 21), 0.06474123150110245), ((4, 10), 0.0644327774643898), ((3, 17), 0.06407614797353745), ((0, 8), 0.0632166862487793), ((20, 21), 0.0627836138010025), ((21, 23), 0.062167830765247345), ((10, 21), 0.06174423173069954), ((6, 21), 0.06171150133013725), ((1, 8), 0.06150864437222481), ((14, 17), 0.06086407229304314), ((4, 11), 0.060173969715833664), ((7, 21), 0.06004146859049797), ((11, 21), 0.05975298583507538), ((21, 22), 0.05846256762742996), ((9, 21), 0.057801809161901474), ((1, 21), 0.056476399302482605), ((3, 14), 0.056245092302560806), ((3, 21), 0.05579950660467148), ((12, 14), 0.05556919798254967), ((5, 21), 0.05504009500145912), ((4, 19), 0.05474891513586044), ((0, 21), 0.05471295118331909), ((12, 21), 0.053365934640169144), ((8, 22), 0.05254950746893883), ((4, 13), 0.050773948431015015), ((17, 21), 0.05045176297426224), ((8, 12), 0.04882848635315895), ((8, 16), 0.04491191357374191), ((8, 20), 0.04471881315112114), ((4, 17), 0.04275854676961899), ((7, 8), 0.04270492494106293), ((4, 18), 0.04259875789284706), ((8, 23), 0.041901543736457825), ((6, 8), 0.04163597896695137), ((2, 15), 0.04111073911190033), ((8, 10), 0.03675008565187454), ((3, 4), 0.0352986715734005), ((8, 11), 0.03276198357343674), ((8, 19), 0.03230127692222595), ((4, 21), 0.02854727953672409), ((9, 15), 0.02802995592355728), ((8, 18), 0.027875255793333054), ((5, 15), 0.027777427807450294), ((12, 15), 0.027625322341918945), ((4, 14), 0.027478951960802078), ((1, 15), 0.027237143367528915), ((0, 15), 0.027011536061763763), ((15, 22), 0.026192542165517807), ((15, 16), 0.02532913163304329), ((15, 20), 0.025314755737781525), ((8, 15), 0.025202324613928795), ((6, 15), 0.02470499649643898), ((15, 23), 0.024463342502713203), ((2, 4), 0.0243061650544405), ((7, 15), 0.02390557900071144), ((11, 15), 0.022822165861725807), ((10, 15), 0.022798018530011177), ((8, 17), 0.022088084369897842), ((8, 13), 0.022078700363636017), ((3, 15), 0.022019099444150925), ((3, 8), 0.021686438471078873), ((15, 18), 0.021518375724554062), ((15, 19), 0.021214740350842476), ((2, 5), 0.020793266594409943), ((2, 8), 0.020762566477060318), ((2, 9), 0.02066820301115513), ((8, 21), 0.020557105541229248), ((0, 2), 0.02019544132053852), ((2, 12), 0.020096568390727043), ((1, 2), 0.01969817280769348), ((4, 15), 0.01952964812517166), ((15, 17), 0.01938258484005928), ((2, 22), 0.018158700317144394), ((5, 13), 0.016904257237911224), ((9, 13), 0.016709456220269203), ((2, 20), 0.016224544495344162), ((15, 21), 0.016111718490719795), ((2, 16), 0.01603817380964756), ((2, 6), 0.015927908942103386), ((2, 23), 0.015882208943367004), ((2, 7), 0.015826517716050148), ((1, 13), 0.015241360291838646), ((8, 14), 0.015056626871228218), ((0, 13), 0.014798619784414768), ((14, 15), 0.014293245039880276), ((2, 10), 0.014241274446249008), ((2, 11), 0.013546536676585674), ((2, 17), 0.013008905574679375), ((2, 18), 0.012446507811546326), ((2, 19), 0.012249688617885113), ((13, 22), 0.011995971202850342), ((12, 13), 0.011598105542361736), ((2, 3), 0.010539878159761429), ((2, 13), 0.010164491832256317), ((13, 20), 0.010154439136385918), ((13, 16), 0.00968889705836773), ((7, 13), 0.009287284687161446), ((2, 21), 0.00922638550400734), ((13, 23), 0.009066017344594002), ((2, 14), 0.008958681486546993), ((6, 13), 0.008788778446614742), ((10, 13), 0.007625441532582045), ((11, 13), 0.00677653169259429), ((13, 19), 0.006328895688056946), ((13, 18), 0.0062113734893500805), ((13, 15), 0.006047784350812435), ((13, 21), 0.004806270822882652), ((3, 13), 0.004066886380314827), ((13, 17), 0.003724317532032728), ((13, 14), 0.0035235430113971233)]
******* after merging (0.04): [((5, 9), 64), ((1, 22), 64), ((6, 23), 64), ((0,), 32), ((2,), 32), ((3,), 32), ((4,), 32), ((7,), 32), ((8,), 32), ((10,), 32), ((11,), 32), ((12,), 32), ((13,), 32), ((14,), 32), ((15,), 32), ((16,), 32), ((17,), 32), ((18,), 32), ((19,), 32), ((20,), 32), ((21,), 32)]
{'R_grad_norm': 0.9609333372116089, 'training_loss': 2.909432816505432}
{'R_grad_norm': 0.9554631716012955, 'training_loss': 2.8958404791355132}
{'R_grad_norm': 0.9580530393123626, 'training_loss': 2.899681670665741}
{'R_grad_norm': 0.9565915182232857, 'training_loss': 2.890408868789673}
{'R_grad_norm': 0.9575276598334312, 'training_loss': 2.902502328157425}
{'R_grad_norm': 0.9531801694631576, 'training_loss': 2.8793363535404204}
{'R_grad_norm': 0.9562308937311172, 'training_loss': 2.893961975574493}
{'R_grad_norm': 0.9557156944274903, 'training_loss': 2.884288333654404}
{'R_grad_norm': 0.9534714156389237, 'training_loss': 2.8738191747665405}
{'R_grad_norm': 0.9549073129892349, 'training_loss': 2.881628489494324}
{'R_grad_norm': 0.9556475257873536, 'training_loss': 2.882776474952698}
{'R_grad_norm': 0.9531133085489273, 'training_loss': 2.8828825998306273}
{'R_grad_norm': 0.9548605111241341, 'training_loss': 2.8756693279743195}
{'R_grad_norm': 0.9520201063156128, 'training_loss': 2.865244039297104}
{'R_grad_norm': 0.9508722877502441, 'training_loss': 2.859274568557739}
{'R_grad_norm': 0.9494412893056869, 'training_loss': 2.8633409440517426}
{'R_grad_norm': 0.9503965038061142, 'training_loss': 2.863925106525421}
{'R_grad_norm': 0.9498500746488571, 'training_loss': 2.861513293981552}
{'R_grad_norm': 0.9491522705554962, 'training_loss': 2.8570970940589904}
{'R_grad_norm': 0.9512048733234405, 'training_loss': 2.872642045021057}
{'R_grad_norm': 0.9484741857647896, 'training_loss': 2.860511882305145}
{'R_grad_norm': 0.9496568325161934, 'training_loss': 2.8584532701969145}
{'R_grad_norm': 0.945935340821743, 'training_loss': 2.848873690366745}
{'R_grad_norm': 0.9478833940625191, 'training_loss': 2.8618398833274843}
{'R_grad_norm': 0.9485843291878701, 'training_loss': 2.853376042842865}
{'R_grad_norm': 0.947138130068779, 'training_loss': 2.8637199079990387}
{'R_grad_norm': 0.9460302749276162, 'training_loss': 2.8484094631671906}
{'R_grad_norm': 0.9473531055450439, 'training_loss': 2.8631994462013246}
{'R_grad_norm': 0.9467774870991706, 'training_loss': 2.8585870933532713}
{'R_grad_norm': 0.9458977302908897, 'training_loss': 2.8501612043380735}
{'R_grad_norm': 0.944058877825737, 'training_loss': 2.8433667004108427}
{'R_grad_norm': 0.9471136829257012, 'training_loss': 2.8617116808891296}
{'R_grad_norm': 0.9432821118831635, 'training_loss': 2.8447214758396147}
{'R_grad_norm': 0.9412121248245239, 'training_loss': 2.846054733991623}
{'R_grad_norm': 0.9420527431368828, 'training_loss': 2.8512573421001433}
{'R_grad_norm': 0.9388657861948013, 'training_loss': 2.8402245354652407}
{'R_grad_norm': 0.9438824924826622, 'training_loss': 2.854737821817398}
{'R_grad_norm': 0.942470726966858, 'training_loss': 2.8604291129112243}
{'R_grad_norm': 0.9414400669932366, 'training_loss': 2.8532078886032104}
{'R_grad_norm': 0.9397982379794121, 'training_loss': 2.8369216763973237}
eval result tensor([3.68048, 3.92471, 4.49709, 2.21672, 3.08292, 2.95296, 1.96094, 2.45264,
        2.59234, 2.39403, 2.15743, 2.69641, 3.12776, 2.50611, 3.21814, 2.15418,
        2.66027, 2.63379, 2.50927, 2.68212, 3.25350], device='cuda:0')
computing merge metric
